Region,Province,Municipality,District,Barangay
Region VIII,NORTHERN SAMAR,SILVINO LOBOS,Silvino Lubos,GUSARAN
Region VIII,NORTHERN SAMAR,SILVINO LOBOS,Silvino Lubos,SAN ISIDRO
Region VIII,NORTHERN SAMAR,SILVINO LOBOS,Silvino Lubos,POBLACION II
Region VIII,NORTHERN SAMAR,SILVINO LOBOS,Silvino Lubos,VICTORY
Region VIII,NORTHERN SAMAR,SILVINO LOBOS,Silvino Lubos,IMELDA
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,ACEDILLO
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,BUENASUERTE
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,BUENOS AIRES
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,COLAB-OG
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,ERENAS
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,ZONE III (POB.)
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,LIBERTAD
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,LUISITA
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,LUNGIB
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,MAXVILLA
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,PASABUENA
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,SAN LAZARO
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,SAN MIGUEL
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,SAN ROMAN
Region VIII,NORTHERN SAMAR,VICTORIA,Victoria,ZONE II (POB.)
Region VIII,NORTHERN SAMAR,ALLEN,Allen,ALEJANDRO VILLAGE (SANTIAGO)
Region VIII,NORTHERN SAMAR,ALLEN,Allen,KINABRANAN ZONE I (POB.)
Region VIII,NORTHERN SAMAR,ALLEN,Allen,CABACUNGAN
Region VIII,NORTHERN SAMAR,ALLEN,Allen,CALARAYAN
Region VIII,NORTHERN SAMAR,ALLEN,Allen,IMELDA
Region VIII,NORTHERN SAMAR,ALLEN,Allen,FREDERIC
Region VIII,NORTHERN SAMAR,ALLEN,Allen,GUIN-ARAWAYAN
Region VIII,NORTHERN SAMAR,ALLEN,Allen,JUBASAN
Region VIII,NORTHERN SAMAR,ALLEN,Allen,KINAGUITMAN
Region VIII,NORTHERN SAMAR,ALLEN,Allen,LAGUNDI
Region VIII,NORTHERN SAMAR,ALLEN,Allen,LIPATA
Region VIII,NORTHERN SAMAR,ALLEN,Allen,LONDRES
Region VIII,NORTHERN SAMAR,ALLEN,Allen,BONIFACIO
Region VIII,NORTHERN SAMAR,ALLEN,Allen,SANTA RITA
Region VIII,NORTHERN SAMAR,ALLEN,Allen,SABANG ZONE II (POB.)
Region VIII,NORTHERN SAMAR,BIRI,Biri,SAN PEDRO
Region VIII,NORTHERN SAMAR,BIRI,Biri,KAUSWAGAN (BASUD)
Region VIII,NORTHERN SAMAR,BIRI,Biri,POBLACION (BIRI)
Region VIII,NORTHERN SAMAR,BIRI,Biri,PIO DEL PILAR
Region VIII,NORTHERN SAMAR,BIRI,Biri,SANTO NINO
Region VIII,NORTHERN SAMAR,BIRI,Biri,SAN ANTONIO
Region VIII,NORTHERN SAMAR,BIRI,Biri,PROGRESSO
Region VIII,NORTHERN SAMAR,BIRI,Biri,MACARTHUR
Region VIII,NORTHERN SAMAR,BOBON,Bobon,ARELLANO
Region VIII,NORTHERN SAMAR,BOBON,Bobon,BALAT-BALUD
Region VIII,NORTHERN SAMAR,BOBON,Bobon,SANTA CLARA (POB.)
Region VIII,NORTHERN SAMAR,BOBON,Bobon,SANTANDER
Region VIII,NORTHERN SAMAR,BOBON,Bobon,E. DURAN
Region VIII,NORTHERN SAMAR,BOBON,Bobon,JOSE ABAD SANTOS
Region VIII,NORTHERN SAMAR,BOBON,Bobon,CALANTIAO (PANGOBI-AN)
Region VIII,NORTHERN SAMAR,BOBON,Bobon,QUEZON (PANICAYAN)
Region VIII,NORTHERN SAMAR,BOBON,Bobon,MAGSAYSAY (DOCE)
Region VIII,NORTHERN SAMAR,BOBON,Bobon,SALVACION
Region VIII,NORTHERN SAMAR,BOBON,Bobon,SAN ISIDRO
Region VIII,NORTHERN SAMAR,BOBON,Bobon,SOMOROY
Region VIII,NORTHERN SAMAR,BOBON,Bobon,TROJELLO
Region VIII,NORTHERN SAMAR,BOBON,Bobon,ACERIDA
Region VIII,NORTHERN SAMAR,BOBON,Bobon,DANCALAN
Region VIII,NORTHERN SAMAR,CAPUL,Capul,AGUIN
Region VIII,NORTHERN SAMAR,CAPUL,Capul,POBLACION BARANGAY  5
Region VIII,NORTHERN SAMAR,CAPUL,Capul,LANDUSAN
Region VIII,NORTHERN SAMAR,CAPUL,Capul,JUBANG
Region VIII,NORTHERN SAMAR,CAPUL,Capul,OSON
Region VIII,NORTHERN SAMAR,CAPUL,Capul,SAGAOSAWAN
Region VIII,NORTHERN SAMAR,CAPUL,Capul,SAN LUIS
Region VIII,NORTHERN SAMAR,CAPUL,Capul,SAWANG
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,D. MERCADER (BONGOG)
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,BORING
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,CAGBUGNA
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,CAGMANABA
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,CANUCTAN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,BARANGAY 1 (POB.)
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,GUIBWANGAN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,HIPARAYAN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,INOBURAN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,IRAWAHAN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,LENOYAHAN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,MAGONGON
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,MANERING
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,OPONG
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,P. REBADULLA
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,SAGUDSURON
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,TANGBO
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,TUNGODNON
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig I,BARANGAY 2 (POB.)
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,ANONGO
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,BONIFACIO
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,CAGOGOBNGAN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,SAN JOSE (HEBOBOLLAO)
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,NABULO
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,HINAGONOYAN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,HITAPI-AN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,LIBON
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,CLARO M. RECTO (LOBEDICO)
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,MAGTUAD
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,NAGOOCAN
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,NAHULID
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,OSANG
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,OSMEÃ‘A
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,ROXAS
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,SAN FRANCISCO
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,SAN VICENTE
Region VIII,NORTHERN SAMAR,CATUBIG,Catubig II,SULITAN
Region VIII,NORTHERN SAMAR,GAMAY,Gamay I,ANITO
Region VIII,NORTHERN SAMAR,GAMAY,Gamay I,CABARASAN
Region VIII,NORTHERN SAMAR,GAMAY,Gamay I,CADAC-AN (CALINGNAN)
Region VIII,NORTHERN SAMAR,GAMAY,Gamay I,GAMAY CENTRAL (POB.)
Region VIII,NORTHERN SAMAR,GAMAY,Gamay I,BAYBAY DISTRICT (POB.)
Region VIII,NORTHERN SAMAR,GAMAY,Gamay I,BURABOD (POB.)
Region VIII,NORTHERN SAMAR,GAMAY,Gamay I,LIBERTAD (POB.)
Region VIII,NORTHERN SAMAR,GAMAY,Gamay I,GAMAY ORIENTAL I (POB.)
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,BANGON
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,BATO
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,BONIFACIO
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,CADE-AN
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,CAGAMUTAN DEL NORTE
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,DAO
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,G. M. OSIAS
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,GUIBUANGAN
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,HENOGAWE
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,LONOY
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,LUNETA
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,MALIDONG
Region VIII,NORTHERN SAMAR,GAMAY,Gamay II,RIZAL
Region VIII,NORTHERN SAMAR,LAPINIG,Gamay I,POTONG DEL SUR
Region VIII,NORTHERN SAMAR,LAPINIG,Lapinig,CAHAGWAYAN
Region VIII,NORTHERN SAMAR,LAPINIG,Lapinig,CAN OMANIO
Region VIII,NORTHERN SAMAR,LAPINIG,Lapinig,IMELDA
Region VIII,NORTHERN SAMAR,LAPINIG,Lapinig,LAPINIG DEL SUR (POB.)
Region VIII,NORTHERN SAMAR,LAPINIG,Lapinig,MABINI
Region VIII,NORTHERN SAMAR,LAPINIG,Lapinig,PALANAS
Region VIII,NORTHERN SAMAR,LAPINIG,Lapinig,PIO DEL PILAR
Region VIII,NORTHERN SAMAR,LAPINIG,Lapinig,POTONG
Region VIII,NORTHERN SAMAR,LAPINIG,Lapinig,LAPINIG DEL NORTE (POB.)
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,ATIPOLO
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,BAWANG
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,CALOMOTAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,CANYOMANAO
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,E. J. DULAY
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,G. B. TAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,GUILAOANGI (POB.)
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,ROMBANG
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,SANGCOL
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,SAN ANTONIO (SON-OG)
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,SUBA
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,VIGO
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,YAPAS
Region VIII,NORTHERN SAMAR,LAOANG,Laoang I,SAN MIGUEL HEIGHTS (POB.)
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,AROGANGA
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,BINATIKLAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,CABADIANGAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,CAHAYAGAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,CANDAWID
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,INAMLAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,LANGOB
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,MAGSAYSAY
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,MARUBAY
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,MUALBUAL
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,NAPOTIOCAN (SALVACION)
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,ONAY (DOÃ‘A LUISA)
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,GUILAOANGI (POB.)
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,PANGDAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,TAN-AWAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,AGUADAHAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang II,SAN MIGUEL HEIGHTS (POB.)
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,TALISAY
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,ABATON
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,LA PERLA
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,BOBOLOSAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,BONGLIW
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,BURABUD
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,CABAGNGAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,CABAGO-AN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,CABULALOAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,CAGDARA-O
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,CANGCAHIPOS
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,CATIGBIAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,GIBATANGAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,RAWIS
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,LAWAAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,OLERAS
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,PALMERA
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,SIBUNOT
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,SIMORA
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,TARUSAN
Region VIII,NORTHERN SAMAR,LAOANG,Laoang III,YABYABAN (SAN VICENTE)
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,BUGTOSAN
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,BUKID
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,CAPUTOAN
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,CUENCO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,EPAW
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,GEGUINTA
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,GUYO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,L. EMPON
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,LAKANDULA
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,H. JOLEJOLE DISTRICT (POB.)
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,LUMALA-OG
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,BUGAY
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,LOURDES
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,MABINI
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,QUIRINO DISTRICT (POB.)
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,PALANAS
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,OSMEÃ‘A
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,PACO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,POPONTON
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,RIZAL
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,ROXAS
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,RUFINO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,SAG-OD
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,SAN ANDRES
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,TAGAN-AYAN
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,TAYLOR
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,VICTORY
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas I,REBONG
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,BALUGO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,BULAO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,CATOTO-OGAN
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,DAPDAP
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,DEL PILAR
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,PEREZ
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,TAGAB-IRAN
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,GERACDO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,H. JOLEJOLE
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,HANGI
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,IMELDA
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,MAGSAYSAY
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,MATELARAG
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,QUEZON
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,QUIRINO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,REBONG
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,SAN ANTONIO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,SAN FERNANDO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,SAN FRANCISCO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,SAN ISIDRO
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,SAN JORGE
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,SAN JOSE
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,SAN MIGUEL
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,SANTO TOMAS
Region VIII,NORTHERN SAMAR,LAS NAVAS,Las Navas II,DOLORES
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,BACJAO
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,BIASONG I
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,COSTA RICA
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,GUIN-ANSAN
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,IMELDA (BADJANG)
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,LUNANG I (LOOK)
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,LUNANG II
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,MAGSAYSAY
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,MALOBAGO
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,MARASBARAS
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,SAN ISIDRO
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,TALAHID
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,TONGA-TONGA
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,POBLACION
Region VIII,WESTERN SAMAR,ALMAGRO,Almagro,KERIKITE
Region VIII,WESTERN SAMAR,BASEY,Basey I,INUNTAN
Region VIII,WESTERN SAMAR,BASEY,Basey I,GUIRANG
Region VIII,WESTERN SAMAR,BASEY,Basey I,MABINI
Region VIII,WESTERN SAMAR,BASEY,Basey I,BALANTE
Region VIII,WESTERN SAMAR,BASEY,Basey I,BALOOG
Region VIII,WESTERN SAMAR,BASEY,Basey I,NOUVELAS OCCIDENTAL
Region VIII,WESTERN SAMAR,BASEY,Basey I,CANMANILA
Region VIII,WESTERN SAMAR,BASEY,Basey I,BUSCADA (POB.)
Region VIII,WESTERN SAMAR,BASEY,Basey I,BASIAO
Region VIII,WESTERN SAMAR,BASEY,Basey I,CATADMAN
Region VIII,WESTERN SAMAR,BASEY,Basey I,DEL PILAR
Region VIII,WESTERN SAMAR,BASEY,Basey I,LOOG
Region VIII,WESTERN SAMAR,BASEY,Basey I,MANLILINAB
Region VIII,WESTERN SAMAR,BASEY,Basey I,PANUGMONON
Region VIII,WESTERN SAMAR,BASEY,Basey I,PELIT
Region VIII,WESTERN SAMAR,BASEY,Basey I,SALVACION
Region VIII,WESTERN SAMAR,BASEY,Basey I,SAN FERNANDO (NOUVELAS ORIENTAL)
Region VIII,WESTERN SAMAR,BASEY,Basey I,SERUM
Region VIII,WESTERN SAMAR,BASEY,Basey I,SUGPONON
Region VIII,WESTERN SAMAR,BASEY,Basey I,VILLA AURORA
Region VIII,WESTERN SAMAR,BASEY,Basey I,BINONGTU-AN
Region VIII,WESTERN SAMAR,BASEY,Basey I,BURGOS
Region VIII,WESTERN SAMAR,BASEY,Basey II,AMANDAYEHAN
Region VIII,WESTERN SAMAR,BASEY,Basey II,ANGLIT
Region VIII,WESTERN SAMAR,BASEY,Basey II,BACUBAC
Region VIII,WESTERN SAMAR,BASEY,Basey II,PALAYPAY (POB.)
Region VIII,WESTERN SAMAR,BASEY,Basey II,BUENAVISTA
Region VIII,WESTERN SAMAR,BASEY,Basey II,BULAO
Region VIII,WESTERN SAMAR,BASEY,Basey II,TINAOGAN
Region VIII,WESTERN SAMAR,BASEY,Basey II,CAMBAYAN
Region VIII,WESTERN SAMAR,BASEY,Basey II,CAN-ABAY
Region VIII,WESTERN SAMAR,BASEY,Basey II,CANCAIYAS
Region VIII,WESTERN SAMAR,BASEY,Basey II,DOLONGAN
Region VIII,WESTERN SAMAR,BASEY,Basey II,GUINTIGUI-AN
Region VIII,WESTERN SAMAR,BASEY,Basey II,IBA
Region VIII,WESTERN SAMAR,BASEY,Basey II,SAWA
Region VIII,WESTERN SAMAR,BASEY,Basey II,MAGALLANES
Region VIII,WESTERN SAMAR,BASEY,Basey II,OLD SAN AGUSTIN
Region VIII,WESTERN SAMAR,BASEY,Basey II,MAY-IT
Region VIII,WESTERN SAMAR,BASEY,Basey II,MONGABONG
Region VIII,WESTERN SAMAR,BASEY,Basey II,NEW SAN AGUSTIN
Region VIII,WESTERN SAMAR,BASEY,Basey II,ROXAS
Region VIII,WESTERN SAMAR,BASEY,Basey II,SAN ANTONIO
Region VIII,WESTERN SAMAR,BASEY,Basey II,SUGCA
Region VIII,WESTERN SAMAR,BASEY,Basey II,TINGIB
Region VIII,WESTERN SAMAR,BASEY,Basey II,COGON
Region VIII,WESTERN SAMAR,BASEY,Basey II,CANMANILA
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,ANTOL
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,BACYARAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,BAROBAYBAY
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,BERI
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,BINANGGARAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,BORONG
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,BULAO
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,BULUAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,CALAYAAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,BARANGAY  7 (POB.)
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,CALINGONAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,CAAMLONGAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,CANBAGTIC
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,CANTICUM
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,DALIGAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,GUINBANGA
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,HINDANG
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,HUBASAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,LITERON
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,LUBANG
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,MACAALAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,MAHANGCAO
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,MALABAL
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,MINATA
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,OTOC
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,PASIGAY
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,PATONG
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,PANAYURAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,RAWIS
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,SAN IGNACIO
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,SAN MAURICIO
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,SINALANGTAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,POLANGI
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,TIMBANGAN
Region VIII,WESTERN SAMAR,CALBIGA,Calbiga,TINAGO
Region VIII,WESTERN SAMAR,DARAM,Daram I,ARAWANE
Region VIII,WESTERN SAMAR,DARAM,Daram I,BACLAYAN
Region VIII,WESTERN SAMAR,DARAM,Daram I,BAGACAY
Region VIII,WESTERN SAMAR,DARAM,Daram I,BAYOG
Region VIII,WESTERN SAMAR,DARAM,Daram I,BETAUG
Region VIII,WESTERN SAMAR,DARAM,Daram I,BUENAVISTA
Region VIII,WESTERN SAMAR,DARAM,Daram I,BONO-ANON
Region VIII,WESTERN SAMAR,DARAM,Daram I,CABAC
Region VIII,WESTERN SAMAR,DARAM,Daram I,CABUGAO
Region VIII,WESTERN SAMAR,DARAM,Daram I,CAGBOBOTO
Region VIII,WESTERN SAMAR,DARAM,Daram I,CAMBUHAY
Region VIII,WESTERN SAMAR,DARAM,Daram I,CAMPELIPA
Region VIII,WESTERN SAMAR,DARAM,Daram I,POBLACION 1 (HILABA)
Region VIII,WESTERN SAMAR,DARAM,Daram I,GUINTAMPILAN
Region VIII,WESTERN SAMAR,DARAM,Daram I,MACALPE
Region VIII,WESTERN SAMAR,DARAM,Daram I,SAN VICENTE
Region VIII,WESTERN SAMAR,DARAM,Daram I,MARUPANGDAN
Region VIII,WESTERN SAMAR,DARAM,Daram I,PARASAN
Region VIII,WESTERN SAMAR,DARAM,Daram I,PONDANG
Region VIII,WESTERN SAMAR,DARAM,Daram I,POSO
Region VIII,WESTERN SAMAR,DARAM,Daram I,REAL
Region VIII,WESTERN SAMAR,DARAM,Daram I,RIZAL
Region VIII,WESTERN SAMAR,DARAM,Daram I,SAN ANTONIO
Region VIII,WESTERN SAMAR,DARAM,Daram I,SAN ROQUE
Region VIII,WESTERN SAMAR,DARAM,Daram I,SO-ONG
Region VIII,WESTERN SAMAR,DARAM,Daram I,TALISAY
